id_detalle_venta,id_venta,id_producto,cantidad,precio_unitario_venta,costo_unitario_venta,descuento_linea,impuesto_linea,subtotal_linea,total_linea
1295,455,4,1,8.25,4.13,0.00,0.00,8.25,8.25
1296,455,22,3,16.22,11.58,0.00,0.00,48.66,48.66
1297,456,57,5,6.03,4.03,0.00,0.00,30.15,30.15
1298,456,41,5,27.15,17.87,0.00,0.00,135.75,135.75
1299,456,34,5,12.98,6.89,0.00,0.00,64.90,64.90
1300,457,14,1,3.91,2.08,0.00,0.00,3.91,3.91
1301,457,46,4,23.20,14.53,0.00,0.00,92.80,92.80
1302,457,51,3,23.66,17.62,0.00,0.00,70.98,70.98
1303,458,53,4,21.80,12.61,0.00,0.00,87.20,87.20
1304,458,13,5,9.05,6.09,0.00,0.00,45.25,45.25
1305,458,42,2,12.00,5.39,0.00,0.00,24.00,24.00
1306,459,41,3,25.10,17.87,0.00,0.00,75.30,75.30
1307,459,4,3,8.79,4.13,0.00,0.00,26.37,26.37
1308,460,6,2,5.83,3.45,0.00,0.00,11.66,11.66
1309,460,50,1,23.04,13.05,0.00,0.00,23.04,23.04
1310,460,11,2,3.55,2.23,0.00,0.00,7.10,7.10
1311,461,8,4,8.86,5.34,0.00,0.00,35.44,35.44
1312,461,22,3,15.79,11.58,0.00,0.00,47.37,47.37
1313,462,32,4,28.64,17.58,0.00,0.00,114.56,114.56
1314,463,56,4,12.39,5.85,0.00,0.00,49.56,49.56
1315,463,32,4,26.85,17.58,0.00,0.00,107.40,107.40
1316,464,45,4,15.90,11.07,0.00,0.00,63.60,63.60
1317,465,51,4,23.86,17.62,0.00,0.00,95.44,95.44
1318,466,16,2,5.25,3.65,0.00,0.00,10.50,10.50
1319,466,41,1,25.71,17.87,0.00,0.00,25.71,25.71
1320,466,29,4,10.38,7.21,0.00,0.00,41.52,41.52
1321,466,36,3,18.87,11.38,0.00,0.00,56.61,56.61
1322,466,24,3,32.86,14.40,0.00,0.00,98.58,98.58
1323,467,53,4,22.06,12.61,0.00,0.00,88.24,88.24
1324,467,26,3,5.76,3.42,0.00,0.00,17.28,17.28
1325,468,36,1,20.59,11.38,0.00,0.00,20.59,20.59
1326,468,33,2,11.12,6.80,0.00,0.00,22.24,22.24
1327,469,53,4,21.78,12.61,0.00,0.00,87.12,87.12
1328,469,3,1,13.69,7.05,0.00,0.00,13.69,13.69
1329,470,46,1,20.91,14.53,0.00,0.00,20.91,20.91
1330,470,30,4,10.48,5.71,0.00,0.00,41.92,41.92
1331,471,9,1,4.17,2.11,0.00,0.00,4.17,4.17
1332,471,48,3,38.96,17.58,0.00,0.00,116.88,116.88
1333,472,60,4,3.46,1.51,0.00,0.00,13.84,13.84
1334,472,41,5,28.12,17.87,0.00,0.00,140.60,140.60
1335,472,38,2,8.05,4.85,0.00,0.00,16.10,16.10
1336,472,41,5,25.14,17.87,0.00,0.00,125.70,125.70
1337,473,55,3,6.03,2.53,0.00,0.00,18.09,18.09
1338,474,12,2,6.63,3.53,0.00,0.00,13.26,13.26
1339,474,32,1,27.42,17.58,0.00,0.00,27.42,27.42
1340,475,56,3,12.63,5.85,0.00,0.00,37.89,37.89
1341,475,11,2,3.55,2.23,0.00,0.00,7.10,7.10
1342,475,59,4,4.13,1.97,0.00,0.00,16.52,16.52
1343,475,14,1,3.88,2.08,0.00,0.00,3.88,3.88
1344,476,2,5,11.78,7.99,0.00,0.00,58.90,58.90
1345,477,13,2,9.80,6.09,0.00,0.00,19.60,19.60
1346,477,4,1,7.74,4.13,0.00,0.00,7.74,7.74
1347,478,6,4,5.96,3.45,0.00,0.00,23.84,23.84
1348,478,11,5,3.60,2.23,0.00,0.00,18.00,18.00
1349,479,19,3,34.35,20.01,0.00,0.00,103.05,103.05
1350,480,56,1,12.96,5.85,0.00,0.00,12.96,12.96
1351,480,46,4,20.19,14.53,0.00,0.00,80.76,80.76
1352,480,24,4,32.02,14.40,0.00,0.00,128.08,128.08
1353,480,15,2,4.26,1.91,0.00,0.00,8.52,8.52
1354,481,17,5,35.25,19.07,0.00,0.00,176.25,176.25
1355,482,35,4,22.50,12.45,0.00,0.00,90.00,90.00
1356,482,45,4,16.50,11.07,0.00,0.00,66.00,66.00
1357,482,52,4,33.74,23.52,0.00,0.00,134.96,134.96
1358,482,24,2,31.64,14.40,0.00,0.00,63.28,63.28
1359,482,52,3,33.22,23.52,0.00,0.00,99.66,99.66
1360,483,7,4,8.29,4.00,0.00,0.00,33.16,33.16
1361,484,50,4,24.39,13.05,0.00,0.00,97.56,97.56
1362,484,60,2,3.24,1.51,0.00,0.00,6.48,6.48
1363,485,12,2,7.23,3.53,0.00,0.00,14.46,14.46
1364,485,39,3,26.98,16.63,0.00,0.00,80.94,80.94
1365,485,56,1,12.49,5.85,0.00,0.00,12.49,12.49
1366,486,16,2,5.23,3.65,0.00,0.00,10.46,10.46
1367,486,1,5,16.22,8.14,0.00,0.00,81.10,81.10
1368,486,35,2,22.20,12.45,0.00,0.00,44.40,44.40
1369,486,57,2,6.88,4.03,0.00,0.00,13.76,13.76
1370,487,10,4,12.17,6.42,0.00,0.00,48.68,48.68
1371,487,49,4,21.20,10.66,0.00,0.00,84.80,84.80
1372,488,6,3,5.80,3.45,0.00,0.00,17.40,17.40
1373,488,26,4,5.18,3.42,0.00,0.00,20.72,20.72
1374,489,3,2,13.24,7.05,0.00,0.00,26.48,26.48
1375,489,2,2,12.28,7.99,0.00,0.00,24.56,24.56
1376,489,7,5,8.15,4.00,0.00,0.00,40.75,40.75
1377,489,33,5,10.99,6.80,0.00,0.00,54.95,54.95
1378,489,12,4,6.65,3.53,0.00,0.00,26.60,26.60
1379,490,16,2,5.52,3.65,0.00,0.00,11.04,11.04
1380,490,3,1,13.84,7.05,0.00,0.00,13.84,13.84
1381,491,38,3,8.25,4.85,0.00,0.00,24.75,24.75
1382,491,51,5,24.91,17.62,0.00,0.00,124.55,124.55
1383,491,22,2,16.11,11.58,0.00,0.00,32.22,32.22
1384,491,57,4,6.87,4.03,0.00,0.00,27.48,27.48
1385,491,29,2,11.80,7.21,0.00,0.00,23.60,23.60
1386,492,23,2,11.67,6.91,0.00,0.00,23.34,23.34
1387,492,26,2,5.29,3.42,0.00,0.00,10.58,10.58
1388,492,24,5,32.03,14.40,0.00,0.00,160.15,160.15
1389,492,34,4,13.38,6.89,0.00,0.00,53.52,53.52
1390,492,59,2,4.21,1.97,0.00,0.00,8.42,8.42
1391,493,4,4,7.90,4.13,0.00,0.00,31.60,31.60
1392,493,23,2,12.33,6.91,0.00,0.00,24.66,24.66
1393,494,53,3,23.14,12.61,0.00,0.00,69.42,69.42
1394,494,27,5,11.37,5.35,0.00,0.00,56.85,56.85
1395,495,36,1,20.35,11.38,0.00,0.00,20.35,20.35
1396,495,12,1,6.36,3.53,0.00,0.00,6.36,6.36
1397,495,47,1,30.44,15.78,0.00,0.00,30.44,30.44
1398,496,20,3,11.07,7.01,0.00,0.00,33.21,33.21
1399,496,32,2,28.85,17.58,0.00,0.00,57.70,57.70
1400,496,46,3,22.86,14.53,0.00,0.00,68.58,68.58
1401,497,52,5,36.02,23.52,0.00,0.00,180.10,180.10
1402,498,47,4,31.10,15.78,0.00,0.00,124.40,124.40
1403,498,22,2,15.99,11.58,0.00,0.00,31.98,31.98
1404,498,46,5,20.69,14.53,0.00,0.00,103.45,103.45
1405,499,56,2,12.46,5.85,0.00,0.00,24.92,24.92
1406,500,19,5,34.55,20.01,0.00,0.00,172.75,172.75
1407,500,41,5,27.57,17.87,0.00,0.00,137.85,137.85
1408,500,1,3,15.86,8.14,0.00,0.00,47.58,47.58
1409,500,3,1,14.09,7.05,0.00,0.00,14.09,14.09
1410,501,36,4,18.66,11.38,0.00,0.00,74.64,74.64
1411,501,22,2,17.42,11.58,0.00,0.00,34.84,34.84
1412,501,33,4,10.40,6.80,0.00,0.00,41.60,41.60
1413,501,49,1,20.14,10.66,0.00,0.00,20.14,20.14
1414,502,60,4,3.46,1.51,0.00,0.00,13.84,13.84
1415,502,54,4,10.77,5.48,0.00,0.00,43.08,43.08
1416,503,53,5,22.25,12.61,0.00,0.00,111.25,111.25
1417,503,58,1,4.86,2.92,0.00,0.00,4.86,4.86
1418,503,7,2,7.87,4.00,0.00,0.00,15.74,15.74
1419,504,60,4,3.62,1.51,0.00,0.00,14.48,14.48
1420,504,47,2,33.32,15.78,0.00,0.00,66.64,66.64
1421,504,30,3,11.33,5.71,0.00,0.00,33.99,33.99
1422,504,9,3,4.40,2.11,0.00,0.00,13.20,13.20
1423,505,43,1,15.45,10.28,0.00,0.00,15.45,15.45
1424,505,59,4,4.76,1.97,0.00,0.00,19.04,19.04
1425,505,58,3,4.39,2.92,0.00,0.00,13.17,13.17
1426,506,30,5,11.64,5.71,0.00,0.00,58.20,58.20
1427,507,35,4,20.58,12.45,0.00,0.00,82.32,82.32
1428,507,57,1,6.60,4.03,0.00,0.00,6.60,6.60
1429,507,13,3,9.40,6.09,0.00,0.00,28.20,28.20
1430,508,44,3,12.57,9.30,0.00,0.00,37.71,37.71
1431,508,24,4,31.53,14.40,0.00,0.00,126.12,126.12
1432,508,58,5,4.29,2.92,0.00,0.00,21.45,21.45
1433,508,47,1,32.28,15.78,0.00,0.00,32.28,32.28
1434,509,7,3,8.17,4.00,0.00,0.00,24.51,24.51
1435,510,31,4,4.83,3.03,0.00,0.00,19.32,19.32
1436,510,14,3,3.80,2.08,0.00,0.00,11.40,11.40
1437,510,17,3,36.57,19.07,0.00,0.00,109.71,109.71
1438,510,11,4,3.59,2.23,0.00,0.00,14.36,14.36
1439,511,13,3,10.05,6.09,0.00,0.00,30.15,30.15
1440,511,23,2,11.85,6.91,0.00,0.00,23.70,23.70
1441,512,30,1,11.65,5.71,0.00,0.00,11.65,11.65
1442,512,26,1,5.72,3.42,0.00,0.00,5.72,5.72
1443,512,56,5,13.35,5.85,0.00,0.00,66.75,66.75
1444,513,23,2,12.40,6.91,0.00,0.00,24.80,24.80
1445,513,31,2,4.60,3.03,0.00,0.00,9.20,9.20
1446,513,56,1,11.98,5.85,0.00,0.00,11.98,11.98
1447,514,19,1,36.88,20.01,0.00,0.00,36.88,36.88
1448,514,12,1,7.01,3.53,0.00,0.00,7.01,7.01
1449,514,51,5,23.65,17.62,0.00,0.00,118.25,118.25
1450,514,1,4,15.72,8.14,0.00,0.00,62.88,62.88
1451,515,33,1,10.61,6.80,0.00,0.00,10.61,10.61
1452,515,57,2,6.17,4.03,0.00,0.00,12.34,12.34
1453,515,23,1,11.32,6.91,0.00,0.00,11.32,11.32
1454,515,22,1,15.30,11.58,0.00,0.00,15.30,15.30
1455,516,37,2,7.90,5.38,0.00,0.00,15.80,15.80
1456,516,22,1,16.23,11.58,0.00,0.00,16.23,16.23
1457,516,7,5,7.94,4.00,0.00,0.00,39.70,39.70
1458,516,31,2,5.06,3.03,0.00,0.00,10.12,10.12
1459,516,25,5,5.73,3.77,0.00,0.00,28.65,28.65
1460,517,31,3,5.08,3.03,0.00,0.00,15.24,15.24
1461,518,1,1,15.30,8.14,0.00,0.00,15.30,15.30
1462,519,49,1,18.66,10.66,0.00,0.00,18.66,18.66
1463,519,22,3,15.64,11.58,0.00,0.00,46.92,46.92
1464,519,23,5,12.69,6.91,0.00,0.00,63.45,63.45
1465,520,54,1,9.71,5.48,0.00,0.00,9.71,9.71
1466,521,25,2,5.29,3.77,0.00,0.00,10.58,10.58
1467,521,13,5,9.45,6.09,0.00,0.00,47.25,47.25
1468,522,17,5,35.73,19.07,0.00,0.00,178.65,178.65
1469,522,34,4,12.75,6.89,0.00,0.00,51.00,51.00
1470,522,39,2,25.67,16.63,0.00,0.00,51.34,51.34
1471,523,45,3,16.50,11.07,0.00,0.00,49.50,49.50
1472,523,57,1,6.04,4.03,0.00,0.00,6.04,6.04
1473,523,14,3,3.91,2.08,0.00,0.00,11.73,11.73
1474,524,43,5,15.75,10.28,0.00,0.00,78.75,78.75
1475,524,29,1,11.36,7.21,0.00,0.00,11.36,11.36
1476,524,2,4,11.29,7.99,0.00,0.00,45.16,45.16
1477,524,24,1,29.99,14.40,0.00,0.00,29.99,29.99
1478,525,25,5,5.71,3.77,0.00,0.00,28.55,28.55
1479,525,53,5,21.98,12.61,0.00,0.00,109.90,109.90
1480,526,11,4,3.41,2.23,0.00,0.00,13.64,13.64
1481,526,59,4,4.35,1.97,0.00,0.00,17.40,17.40
1482,526,2,4,11.82,7.99,0.00,0.00,47.28,47.28
1483,526,24,2,29.59,14.40,0.00,0.00,59.18,59.18
1484,527,55,1,5.89,2.53,0.00,0.00,5.89,5.89
1485,527,14,4,3.90,2.08,0.00,0.00,15.60,15.60
1486,527,11,4,3.47,2.23,0.00,0.00,13.88,13.88
1487,528,38,4,7.39,4.85,0.00,0.00,29.56,29.56
1488,528,50,4,25.86,13.05,0.00,0.00,103.44,103.44
1489,528,43,3,14.92,10.28,0.00,0.00,44.76,44.76
1490,529,12,2,6.68,3.53,0.00,0.00,13.36,13.36
1491,529,25,4,5.80,3.77,0.00,0.00,23.20,23.20
1492,530,34,2,12.56,6.89,0.00,0.00,25.12,25.12
1493,531,8,2,8.12,5.34,0.00,0.00,16.24,16.24
1494,532,8,4,8.19,5.34,0.00,0.00,32.76,32.76
1495,532,51,2,23.47,17.62,0.00,0.00,46.94,46.94
1496,532,8,2,8.38,5.34,0.00,0.00,16.76,16.76
1497,533,53,3,21.87,12.61,0.00,0.00,65.61,65.61
1498,534,8,5,8.91,5.34,0.00,0.00,44.55,44.55
1499,534,44,4,14.36,9.30,0.00,0.00,57.44,57.44
1500,535,17,4,37.42,19.07,0.00,0.00,149.68,149.68
1501,535,22,3,17.62,11.58,0.00,0.00,52.86,52.86
1502,536,21,3,10.78,5.46,0.00,0.00,32.34,32.34
1503,536,24,3,29.19,14.40,0.00,0.00,87.57,87.57
1504,536,35,4,22.09,12.45,0.00,0.00,88.36,88.36
1505,537,17,4,32.52,19.07,0.00,0.00,130.08,130.08
1506,537,24,2,30.08,14.40,0.00,0.00,60.16,60.16
1507,537,24,5,30.49,14.40,0.00,0.00,152.45,152.45
1508,538,60,5,3.23,1.51,0.00,0.00,16.15,16.15
1509,538,34,3,13.67,6.89,0.00,0.00,41.01,41.01
1510,538,21,2,10.27,5.46,0.00,0.00,20.54,20.54
1511,538,9,1,4.03,2.11,0.00,0.00,4.03,4.03
1512,539,45,4,16.41,11.07,0.00,0.00,65.64,65.64
1513,540,56,2,13.38,5.85,0.00,0.00,26.76,26.76
1514,540,56,4,13.15,5.85,0.00,0.00,52.60,52.60
1515,540,53,3,23.03,12.61,0.00,0.00,69.09,69.09
1516,540,54,2,10.78,5.48,0.00,0.00,21.56,21.56
1517,541,4,5,8.78,4.13,0.00,0.00,43.90,43.90
1518,541,35,5,21.48,12.45,0.00,0.00,107.40,107.40
1519,541,19,4,35.34,20.01,0.00,0.00,141.36,141.36
1520,542,11,3,3.49,2.23,0.00,0.00,10.47,10.47
1521,542,46,4,22.57,14.53,0.00,0.00,90.28,90.28
1522,542,48,3,36.91,17.58,0.00,0.00,110.73,110.73
1523,542,25,4,5.65,3.77,0.00,0.00,22.60,22.60
1524,543,7,3,7.79,4.00,0.00,0.00,23.37,23.37
1525,543,6,2,6.20,3.45,0.00,0.00,12.40,12.40
1526,544,32,2,27.30,17.58,0.00,0.00,54.60,54.60
1527,544,24,4,29.67,14.40,0.00,0.00,118.68,118.68
1528,545,13,1,9.49,6.09,0.00,0.00,9.49,9.49
1529,545,28,4,4.65,2.78,0.00,0.00,18.60,18.60
1530,545,50,3,24.21,13.05,0.00,0.00,72.63,72.63
1531,546,25,5,5.88,3.77,0.00,0.00,29.40,29.40
1532,546,15,2,4.37,1.91,0.00,0.00,8.74,8.74
1533,546,16,5,5.30,3.65,0.00,0.00,26.50,26.50
1534,546,12,2,6.80,3.53,0.00,0.00,13.60,13.60
1535,547,12,3,6.53,3.53,0.00,0.00,19.59,19.59
1536,547,1,4,15.88,8.14,0.00,0.00,63.52,63.52
1537,547,5,1,5.87,2.76,0.00,0.00,5.87,5.87
1538,547,34,2,12.84,6.89,0.00,0.00,25.68,25.68
1539,547,11,4,3.27,2.23,0.00,0.00,13.08,13.08
1540,548,33,2,10.35,6.80,0.00,0.00,20.70,20.70
1541,548,6,5,5.65,3.45,0.00,0.00,28.25,28.25
1542,548,38,3,7.34,4.85,0.00,0.00,22.02,22.02
1543,548,30,4,10.63,5.71,0.00,0.00,42.52,42.52
1544,549,29,5,11.00,7.21,0.00,0.00,55.00,55.00
1545,549,17,5,33.11,19.07,0.00,0.00,165.55,165.55
1546,549,44,1,12.60,9.30,0.00,0.00,12.60,12.60
1547,550,4,5,8.18,4.13,0.00,0.00,40.90,40.90
1548,550,60,3,3.58,1.51,0.00,0.00,10.74,10.74
1549,550,1,5,14.35,8.14,0.00,0.00,71.75,71.75
1550,550,59,3,4.37,1.97,0.00,0.00,13.11,13.11
1551,551,4,5,8.61,4.13,0.00,0.00,43.05,43.05
1552,551,41,3,26.36,17.87,0.00,0.00,79.08,79.08
1553,551,9,5,4.04,2.11,0.00,0.00,20.20,20.20
1554,552,52,1,35.10,23.52,0.00,0.00,35.10,35.10
1555,552,32,4,26.08,17.58,0.00,0.00,104.32,104.32
1556,552,47,2,29.62,15.78,0.00,0.00,59.24,59.24
1557,552,48,2,41.85,17.58,0.00,0.00,83.70,83.70
1558,553,19,1,36.32,20.01,0.00,0.00,36.32,36.32
1559,553,36,3,18.62,11.38,0.00,0.00,55.86,55.86
1560,554,54,1,10.17,5.48,0.00,0.00,10.17,10.17
1561,555,36,1,19.91,11.38,0.00,0.00,19.91,19.91
1562,555,34,4,13.61,6.89,0.00,0.00,54.44,54.44
1563,556,3,1,14.39,7.05,0.00,0.00,14.39,14.39
1564,556,43,2,14.33,10.28,0.00,0.00,28.66,28.66
1565,557,8,2,8.30,5.34,0.00,0.00,16.60,16.60
1566,557,32,5,25.92,17.58,0.00,0.00,129.60,129.60
1567,557,32,2,27.77,17.58,0.00,0.00,55.54,55.54
1568,558,41,2,28.08,17.87,0.00,0.00,56.16,56.16
1569,558,60,2,3.41,1.51,0.00,0.00,6.82,6.82
1570,558,4,4,8.52,4.13,0.00,0.00,34.08,34.08
1571,559,42,4,10.54,5.39,0.00,0.00,42.16,42.16
1572,559,9,3,4.33,2.11,0.00,0.00,12.99,12.99
1573,560,34,4,13.33,6.89,0.00,0.00,53.32,53.32
1574,560,22,2,16.72,11.58,0.00,0.00,33.44,33.44
1575,561,59,2,4.49,1.97,0.00,0.00,8.98,8.98
1576,561,12,3,6.98,3.53,0.00,0.00,20.94,20.94
1577,562,50,3,24.29,13.05,0.00,0.00,72.87,72.87
1578,562,6,4,5.70,3.45,0.00,0.00,22.80,22.80
1579,563,33,1,11.07,6.80,0.00,0.00,11.07,11.07
1580,563,30,3,10.61,5.71,0.00,0.00,31.83,31.83
1581,563,60,5,3.36,1.51,0.00,0.00,16.80,16.80
1582,564,22,5,15.91,11.58,0.00,0.00,79.55,79.55
1583,564,22,3,17.46,11.58,0.00,0.00,52.38,52.38
1584,564,50,1,24.80,13.05,0.00,0.00,24.80,24.80
1585,564,38,1,7.73,4.85,0.00,0.00,7.73,7.73
1586,565,46,5,22.63,14.53,0.00,0.00,113.15,113.15
1587,565,37,2,7.78,5.38,0.00,0.00,15.56,15.56
1588,565,40,1,17.07,8.61,0.00,0.00,17.07,17.07
1589,565,37,2,8.56,5.38,0.00,0.00,17.12,17.12
1590,565,17,3,36.72,19.07,0.00,0.00,110.16,110.16
1591,565,16,2,5.92,3.65,0.00,0.00,11.84,11.84
1592,566,60,3,3.40,1.51,0.00,0.00,10.20,10.20
1593,566,46,2,21.98,14.53,0.00,0.00,43.96,43.96
1594,566,12,2,6.79,3.53,0.00,0.00,13.58,13.58
1595,566,60,1,3.27,1.51,0.00,0.00,3.27,3.27
1596,567,40,3,15.77,8.61,0.00,0.00,47.31,47.31
1597,568,51,4,26.05,17.62,0.00,0.00,104.20,104.20
1598,568,48,4,39.90,17.58,0.00,0.00,159.60,159.60
1599,568,6,4,5.93,3.45,0.00,0.00,23.72,23.72
1600,569,1,3,16.09,8.14,0.00,0.00,48.27,48.27
1601,569,26,2,5.14,3.42,0.00,0.00,10.28,10.28
1602,570,16,1,5.90,3.65,0.00,0.00,5.90,5.90
1603,570,52,1,35.77,23.52,0.00,0.00,35.77,35.77
1604,571,50,1,23.56,13.05,0.00,0.00,23.56,23.56
1605,572,42,5,12.10,5.39,0.00,0.00,60.50,60.50
1606,572,60,1,3.35,1.51,0.00,0.00,3.35,3.35
1607,573,45,2,18.22,11.07,0.00,0.00,36.44,36.44
1608,573,24,3,28.90,14.40,0.00,0.00,86.70,86.70
1609,574,10,1,11.88,6.42,0.00,0.00,11.88,11.88
1610,574,9,1,4.21,2.11,0.00,0.00,4.21,4.21
1611,575,55,4,6.09,2.53,0.00,0.00,24.36,24.36
1612,575,59,1,4.71,1.97,0.00,0.00,4.71,4.71
1613,575,43,1,16.03,10.28,0.00,0.00,16.03,16.03
1614,576,45,2,15.83,11.07,0.00,0.00,31.66,31.66
1615,576,6,2,5.91,3.45,0.00,0.00,11.82,11.82
1616,576,1,5,14.91,8.14,0.00,0.00,74.55,74.55
1617,577,35,5,21.08,12.45,0.00,0.00,105.40,105.40
1618,577,7,2,7.97,4.00,0.00,0.00,15.94,15.94
1619,578,33,4,9.72,6.80,0.00,0.00,38.88,38.88
1620,578,43,4,15.91,10.28,0.00,0.00,63.64,63.64
1621,578,10,2,13.09,6.42,0.00,0.00,26.18,26.18
1622,579,40,1,16.86,8.61,0.00,0.00,16.86,16.86
1623,579,51,3,26.01,17.62,0.00,0.00,78.03,78.03
1624,580,7,4,7.95,4.00,0.00,0.00,31.80,31.80
1625,580,30,1,11.26,5.71,0.00,0.00,11.26,11.26
1626,581,34,2,13.60,6.89,0.00,0.00,27.20,27.20
1627,581,12,1,7.15,3.53,0.00,0.00,7.15,7.15
1628,582,41,5,28.85,17.87,0.00,0.00,144.25,144.25
1629,582,55,2,5.91,2.53,0.00,0.00,11.82,11.82
1630,582,24,3,30.20,14.40,0.00,0.00,90.60,90.60
1631,583,25,4,5.83,3.77,0.00,0.00,23.32,23.32
1632,583,51,2,24.77,17.62,0.00,0.00,49.54,49.54
1633,583,25,5,5.60,3.77,0.00,0.00,28.00,28.00
1634,583,39,3,25.21,16.63,0.00,0.00,75.63,75.63
1635,584,48,4,38.58,17.58,0.00,0.00,154.32,154.32
1636,584,32,3,26.42,17.58,0.00,0.00,79.26,79.26
1637,584,42,4,11.63,5.39,0.00,0.00,46.52,46.52
1638,584,58,3,4.91,2.92,0.00,0.00,14.73,14.73
1639,585,1,5,14.87,8.14,0.00,0.00,74.35,74.35
1640,585,32,3,29.59,17.58,0.00,0.00,88.77,88.77
1641,586,32,4,27.66,17.58,0.00,0.00,110.64,110.64
1642,586,18,2,20.09,12.26,0.00,0.00,40.18,40.18
1643,586,33,5,11.07,6.80,0.00,0.00,55.35,55.35
1644,586,7,2,8.43,4.00,0.00,0.00,16.86,16.86
1645,586,18,2,19.98,12.26,0.00,0.00,39.96,39.96
1646,587,35,2,22.62,12.45,0.00,0.00,45.24,45.24
1647,587,37,2,8.64,5.38,0.00,0.00,17.28,17.28
1648,587,15,1,4.29,1.91,0.00,0.00,4.29,4.29
1649,588,39,5,25.72,16.63,0.00,0.00,128.60,128.60
1650,589,35,1,21.38,12.45,0.00,0.00,21.38,21.38
1651,589,12,5,6.94,3.53,0.00,0.00,34.70,34.70
1652,590,17,2,35.96,19.07,0.00,0.00,71.92,71.92
1653,590,51,4,23.82,17.62,0.00,0.00,95.28,95.28
1654,591,51,3,25.41,17.62,0.00,0.00,76.23,76.23
1655,591,2,5,12.44,7.99,0.00,0.00,62.20,62.20
1656,591,2,2,12.29,7.99,0.00,0.00,24.58,24.58
1657,592,1,1,14.81,8.14,0.00,0.00,14.81,14.81
1658,592,38,2,8.17,4.85,0.00,0.00,16.34,16.34
1659,592,58,1,4.87,2.92,0.00,0.00,4.87,4.87
1660,593,12,1,6.77,3.53,0.00,0.00,6.77,6.77
1661,593,6,3,5.72,3.45,0.00,0.00,17.16,17.16
1662,594,8,3,9.04,5.34,0.00,0.00,27.12,27.12
1663,595,33,1,11.12,6.80,0.00,0.00,11.12,11.12
1664,595,34,1,12.30,6.89,0.00,0.00,12.30,12.30
1665,596,51,1,24.15,17.62,0.00,0.00,24.15,24.15
1666,596,14,1,3.46,2.08,0.00,0.00,3.46,3.46
1667,596,49,1,19.66,10.66,0.00,0.00,19.66,19.66
1668,597,52,4,31.55,23.52,0.00,0.00,126.20,126.20
1669,598,16,3,5.51,3.65,0.00,0.00,16.53,16.53
1670,598,45,3,16.87,11.07,0.00,0.00,50.61,50.61
1671,599,50,4,24.74,13.05,0.00,0.00,98.96,98.96
1672,599,50,1,24.90,13.05,0.00,0.00,24.90,24.90
1673,599,22,4,16.07,11.58,0.00,0.00,64.28,64.28
1674,600,7,3,8.56,4.00,0.00,0.00,25.68,25.68
1675,601,40,5,17.13,8.61,0.00,0.00,85.65,85.65
1676,601,44,5,13.72,9.30,0.00,0.00,68.60,68.60
1677,601,25,4,5.97,3.77,0.00,0.00,23.88,23.88
1678,601,40,1,17.60,8.61,0.00,0.00,17.60,17.60
1679,602,9,1,4.32,2.11,0.00,0.00,4.32,4.32
1680,602,18,1,17.84,12.26,0.00,0.00,17.84,17.84
1681,603,22,1,16.39,11.58,0.00,0.00,16.39,16.39
1682,603,24,3,29.65,14.40,0.00,0.00,88.95,88.95
1683,604,3,1,13.40,7.05,0.00,0.00,13.40,13.40
1684,604,31,4,4.71,3.03,0.00,0.00,18.84,18.84
1685,605,31,1,4.56,3.03,0.00,0.00,4.56,4.56
1686,606,19,5,36.87,20.01,0.00,0.00,184.35,184.35
1687,606,38,1,8.29,4.85,0.00,0.00,8.29,8.29
1688,606,3,1,13.76,7.05,0.00,0.00,13.76,13.76
1689,607,6,3,6.12,3.45,0.00,0.00,18.36,18.36
1690,607,42,5,11.59,5.39,0.00,0.00,57.95,57.95
1691,607,12,3,6.86,3.53,0.00,0.00,20.58,20.58
1692,608,48,4,37.44,17.58,0.00,0.00,149.76,149.76
1693,608,49,3,20.91,10.66,0.00,0.00,62.73,62.73
1694,609,17,3,35.53,19.07,0.00,0.00,106.59,106.59
1695,609,29,1,11.38,7.21,0.00,0.00,11.38,11.38
1696,609,19,2,34.92,20.01,0.00,0.00,69.84,69.84
1697,610,19,1,34.44,20.01,0.00,0.00,34.44,34.44
1698,611,4,2,8.54,4.13,0.00,0.00,17.08,17.08
1699,612,18,3,18.12,12.26,0.00,0.00,54.36,54.36
1700,612,59,5,4.66,1.97,0.00,0.00,23.30,23.30
1701,612,11,4,3.64,2.23,0.00,0.00,14.56,14.56
1702,612,15,1,3.90,1.91,0.00,0.00,3.90,3.90
1703,613,43,5,15.32,10.28,0.00,0.00,76.60,76.60
1704,614,43,4,14.88,10.28,0.00,0.00,59.52,59.52
1705,614,14,4,3.43,2.08,0.00,0.00,13.72,13.72
1706,614,29,3,11.30,7.21,0.00,0.00,33.90,33.90
1707,615,60,4,3.40,1.51,0.00,0.00,13.60,13.60
1708,615,50,4,24.47,13.05,0.00,0.00,97.88,97.88
1709,615,11,1,3.26,2.23,0.00,0.00,3.26,3.26
1710,616,36,3,19.76,11.38,0.00,0.00,59.28,59.28
1711,616,52,2,36.01,23.52,0.00,0.00,72.02,72.02
1712,617,32,1,25.92,17.58,0.00,0.00,25.92,25.92
1713,617,1,5,14.72,8.14,0.00,0.00,73.60,73.60
1714,617,15,4,4.20,1.91,0.00,0.00,16.80,16.80
1715,617,37,3,8.32,5.38,0.00,0.00,24.96,24.96
1716,618,9,1,4.63,2.11,0.00,0.00,4.63,4.63
